G,F,P,category,type,sector,score,classification,desc
5,2,5,Projet/Programme,Technique,Technologie,50,Moyen,Obsolescence technologique
5,2,5,Projet/Programme,Technique,Technologie,50,Moyen,Obsolescence technologique
4,3,4,Projet/Programme,Technique,Technologie,48,Moyen,Obsolescence technologique
4,2,3,Projet/Programme,Technique,Technologie,24,Faible,Obsolescence technologique
5,3,3,Projet/Programme,Technique,Technologie,45,Moyen,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
4,3,4,Projet/Programme,Technique,Technologie,48,Moyen,Obsolescence technologique
5,3,3,Projet/Programme,Technique,Technologie,45,Moyen,Obsolescence technologique
4,3,4,Projet/Programme,Technique,Technologie,48,Moyen,Obsolescence technologique
5,4,4,Projet/Programme,Technique,Technologie,80,Eleve,Obsolescence technologique
5,2,4,Projet/Programme,Technique,Technologie,40,Moyen,Obsolescence technologique
5,4,3,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
3,3,3,Industriel,Technique,Innovation,27,Moyen,Défaillance système de production
4,2,2,Industriel,Technique,Innovation,16,Faible,Défaillance système de production
4,2,2,Industriel,Technique,Innovation,16,Faible,Défaillance système de production
5,3,3,Industriel,Technique,Innovation,45,Moyen,Défaillance système de production
4,4,4,Industriel,Technique,Innovation,64,Eleve,Défaillance système de production
5,2,3,Industriel,Technique,Innovation,30,Moyen,Défaillance système de production
4,4,2,Industriel,Technique,Innovation,32,Moyen,Défaillance système de production
5,3,2,Industriel,Technique,Innovation,30,Moyen,Défaillance système de production
3,3,3,Industriel,Technique,Innovation,27,Moyen,Défaillance système de production
5,2,4,Industriel,Technique,Innovation,40,Moyen,Défaillance système de production
5,2,3,Industriel,Technique,Innovation,30,Moyen,Défaillance système de production
3,3,2,Industriel,Technique,Innovation,18,Faible,Défaillance système de production
4,3,2,Industriel,Technique,Innovation,24,Faible,Défaillance système de production
4,2,4,Industriel,Technique,Innovation,32,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
4,2,4,Industriel,Technique,Innovation,32,Moyen,Défaillance système de production
4,3,2,Industriel,Technique,Innovation,24,Faible,Défaillance système de production
5,4,3,Industriel,Technique,Innovation,60,Eleve,Défaillance système de production
4,3,2,Industriel,Technique,Innovation,24,Faible,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
3,3,2,Industriel,Technique,Innovation,18,Faible,Défaillance système de production
4,4,3,Industriel,Technique,Innovation,48,Moyen,Défaillance système de production
4,3,4,Industriel,Technique,Innovation,48,Moyen,Défaillance système de production
5,2,3,Industriel,Technique,Innovation,30,Moyen,Défaillance système de production
5,4,3,Industriel,Technique,Innovation,60,Eleve,Défaillance système de production
4,3,2,Industriel,Technique,Innovation,24,Faible,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
4,4,3,Industriel,Technique,Innovation,48,Moyen,Défaillance système de production
4,2,4,Industriel,Technique,Innovation,32,Moyen,Défaillance système de production
4,3,2,Industriel,Technique,Innovation,24,Faible,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
5,3,3,Industriel,Technique,Innovation,45,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
3,4,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
5,3,3,Industriel,Technique,Innovation,45,Moyen,Défaillance système de production
5,2,3,Industriel,Technique,Innovation,30,Moyen,Défaillance système de production
4,3,3,Industriel,Technique,Innovation,36,Moyen,Défaillance système de production
3,3,3,Industriel,Technique,Innovation,27,Moyen,Défaillance système de production
5,4,4,Industriel,Technique,Innovation,80,Eleve,Défaillance système de production
5,3,3,Industriel,Technique,Innovation,45,Moyen,Défaillance système de production
4,4,4,Projet/Programme,Cyber & SSI,ETI,64,Eleve,Attaque ransomware
4,3,3,Projet/Programme,Cyber & SSI,ETI,36,Moyen,Attaque ransomware
5,3,4,Projet/Programme,Cyber & SSI,ETI,60,Eleve,Attaque ransomware
4,4,4,Projet/Programme,Cyber & SSI,ETI,64,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
5,4,3,Projet/Programme,Cyber & SSI,ETI,60,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
4,4,3,Projet/Programme,Cyber & SSI,ETI,48,Moyen,Attaque ransomware
4,5,3,Projet/Programme,Cyber & SSI,ETI,60,Eleve,Attaque ransomware
4,4,5,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
5,4,3,Projet/Programme,Cyber & SSI,ETI,60,Eleve,Attaque ransomware
5,5,5,Projet/Programme,Cyber & SSI,ETI,125,Eleve,Attaque ransomware
5,3,4,Projet/Programme,Cyber & SSI,ETI,60,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
4,4,4,Projet/Programme,Cyber & SSI,ETI,64,Eleve,Attaque ransomware
5,5,4,Projet/Programme,Cyber & SSI,ETI,100,Eleve,Attaque ransomware
5,5,5,Projet/Programme,Cyber & SSI,ETI,125,Eleve,Attaque ransomware
5,3,4,Projet/Programme,Cyber & SSI,ETI,60,Eleve,Attaque ransomware
4,4,4,Projet/Programme,Cyber & SSI,ETI,64,Eleve,Attaque ransomware
5,5,3,Projet/Programme,Cyber & SSI,ETI,75,Eleve,Attaque ransomware
4,4,4,Projet/Programme,Cyber & SSI,ETI,64,Eleve,Attaque ransomware
4,4,4,Projet/Programme,Cyber & SSI,ETI,64,Eleve,Attaque ransomware
5,5,3,Projet/Programme,Cyber & SSI,ETI,75,Eleve,Attaque ransomware
5,5,4,Projet/Programme,Cyber & SSI,ETI,100,Eleve,Attaque ransomware
5,5,4,Projet/Programme,Cyber & SSI,ETI,100,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
4,5,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
4,4,4,Projet/Programme,Cyber & SSI,ETI,64,Eleve,Attaque ransomware
4,5,5,Projet/Programme,Cyber & SSI,ETI,100,Eleve,Attaque ransomware
5,4,3,Projet/Programme,Cyber & SSI,ETI,60,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
5,3,5,Projet/Programme,Cyber & SSI,ETI,75,Eleve,Attaque ransomware
5,4,5,Projet/Programme,Cyber & SSI,ETI,100,Eleve,Attaque ransomware
5,5,4,Projet/Programme,Cyber & SSI,ETI,100,Eleve,Attaque ransomware
5,3,3,Projet/Programme,Cyber & SSI,ETI,45,Moyen,Attaque ransomware
4,4,4,Projet/Programme,Cyber & SSI,ETI,64,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
4,4,5,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
4,4,3,Projet/Programme,Cyber & SSI,ETI,48,Moyen,Attaque ransomware
5,5,4,Projet/Programme,Cyber & SSI,ETI,100,Eleve,Attaque ransomware
4,4,4,Projet/Programme,Cyber & SSI,ETI,64,Eleve,Attaque ransomware
5,5,4,Projet/Programme,Cyber & SSI,ETI,100,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
5,4,4,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
4,4,5,Projet/Programme,Cyber & SSI,ETI,80,Eleve,Attaque ransomware
5,4,5,Industriel,Cyber & SSI,PME,100,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,4,Industriel,Cyber & SSI,PME,60,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,4,5,Industriel,Cyber & SSI,PME,100,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,4,5,Industriel,Cyber & SSI,PME,100,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,4,Industriel,Cyber & SSI,PME,60,Eleve,Fuite de données sensibles
5,2,5,Industriel,Cyber & SSI,PME,50,Moyen,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
4,3,5,Industriel,Cyber & SSI,PME,60,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,4,Industriel,Cyber & SSI,PME,60,Eleve,Fuite de données sensibles
5,2,5,Industriel,Cyber & SSI,PME,50,Moyen,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
4,4,5,Industriel,Cyber & SSI,PME,80,Eleve,Fuite de données sensibles
4,3,5,Industriel,Cyber & SSI,PME,60,Eleve,Fuite de données sensibles
5,4,5,Industriel,Cyber & SSI,PME,100,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
4,3,5,Industriel,Cyber & SSI,PME,60,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,4,5,Industriel,Cyber & SSI,PME,100,Eleve,Fuite de données sensibles
4,3,5,Industriel,Cyber & SSI,PME,60,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
4,3,5,Industriel,Cyber & SSI,PME,60,Eleve,Fuite de données sensibles
4,4,5,Industriel,Cyber & SSI,PME,80,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
4,2,5,Industriel,Cyber & SSI,PME,40,Moyen,Fuite de données sensibles
5,2,5,Industriel,Cyber & SSI,PME,50,Moyen,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
5,3,4,Industriel,Cyber & SSI,PME,60,Eleve,Fuite de données sensibles
5,2,5,Industriel,Cyber & SSI,PME,50,Moyen,Fuite de données sensibles
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Fuite de données sensibles
4,5,2,Qualité,Cyber & SSI,ETI,40,Moyen,Phishing ciblé
4,4,4,Qualité,Cyber & SSI,ETI,64,Eleve,Phishing ciblé
3,5,4,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
4,5,4,Qualité,Cyber & SSI,ETI,80,Eleve,Phishing ciblé
3,5,2,Qualité,Cyber & SSI,ETI,30,Moyen,Phishing ciblé
3,5,3,Qualité,Cyber & SSI,ETI,45,Moyen,Phishing ciblé
3,5,3,Qualité,Cyber & SSI,ETI,45,Moyen,Phishing ciblé
5,5,4,Qualité,Cyber & SSI,ETI,100,Eleve,Phishing ciblé
4,5,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
4,5,4,Qualité,Cyber & SSI,ETI,80,Eleve,Phishing ciblé
3,5,3,Qualité,Cyber & SSI,ETI,45,Moyen,Phishing ciblé
4,4,3,Qualité,Cyber & SSI,ETI,48,Moyen,Phishing ciblé
4,5,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
4,5,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
4,5,2,Qualité,Cyber & SSI,ETI,40,Moyen,Phishing ciblé
5,5,4,Qualité,Cyber & SSI,ETI,100,Eleve,Phishing ciblé
4,5,4,Qualité,Cyber & SSI,ETI,80,Eleve,Phishing ciblé
3,4,3,Qualité,Cyber & SSI,ETI,36,Moyen,Phishing ciblé
4,4,3,Qualité,Cyber & SSI,ETI,48,Moyen,Phishing ciblé
3,5,4,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
4,4,3,Qualité,Cyber & SSI,ETI,48,Moyen,Phishing ciblé
4,5,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
4,5,4,Qualité,Cyber & SSI,ETI,80,Eleve,Phishing ciblé
5,4,2,Qualité,Cyber & SSI,ETI,40,Moyen,Phishing ciblé
3,4,3,Qualité,Cyber & SSI,ETI,36,Moyen,Phishing ciblé
4,4,4,Qualité,Cyber & SSI,ETI,64,Eleve,Phishing ciblé
4,5,2,Qualité,Cyber & SSI,ETI,40,Moyen,Phishing ciblé
5,4,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
4,5,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
4,4,3,Qualité,Cyber & SSI,ETI,48,Moyen,Phishing ciblé
5,4,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
5,4,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
3,4,3,Qualité,Cyber & SSI,ETI,36,Moyen,Phishing ciblé
3,4,2,Qualité,Cyber & SSI,ETI,24,Faible,Phishing ciblé
4,5,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
5,4,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
4,5,4,Qualité,Cyber & SSI,ETI,80,Eleve,Phishing ciblé
4,5,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
4,4,3,Qualité,Cyber & SSI,ETI,48,Moyen,Phishing ciblé
5,4,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
5,5,3,Qualité,Cyber & SSI,ETI,75,Eleve,Phishing ciblé
4,4,2,Qualité,Cyber & SSI,ETI,32,Moyen,Phishing ciblé
4,5,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
5,5,3,Qualité,Cyber & SSI,ETI,75,Eleve,Phishing ciblé
4,5,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
3,5,3,Qualité,Cyber & SSI,ETI,45,Moyen,Phishing ciblé
4,5,3,Qualité,Cyber & SSI,ETI,60,Eleve,Phishing ciblé
4,5,2,Qualité,Cyber & SSI,ETI,40,Moyen,Phishing ciblé
5,5,2,Qualité,Cyber & SSI,ETI,50,Moyen,Phishing ciblé
5,5,2,Qualité,Cyber & SSI,ETI,50,Moyen,Phishing ciblé
4,2,4,Industriel,Cyber & SSI,PME,32,Moyen,Compromission infrastructure critique
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Compromission infrastructure critique
4,2,4,Industriel,Cyber & SSI,PME,32,Moyen,Compromission infrastructure critique
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Compromission infrastructure critique
4,2,4,Industriel,Cyber & SSI,PME,32,Moyen,Compromission infrastructure critique
5,3,4,Industriel,Cyber & SSI,PME,60,Eleve,Compromission infrastructure critique
4,2,4,Industriel,Cyber & SSI,PME,32,Moyen,Compromission infrastructure critique
5,2,5,Industriel,Cyber & SSI,PME,50,Moyen,Compromission infrastructure critique
5,2,3,Industriel,Cyber & SSI,PME,30,Moyen,Compromission infrastructure critique
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Compromission infrastructure critique
5,2,3,Industriel,Cyber & SSI,PME,30,Moyen,Compromission infrastructure critique
5,3,4,Industriel,Cyber & SSI,PME,60,Eleve,Compromission infrastructure critique
5,3,5,Industriel,Cyber & SSI,PME,75,Eleve,Compromission infrastructure critique
4,2,3,Industriel,Cyber & SSI,PME,24,Faible,Compromission infrastructure critique
5,3,4,Industriel,Cyber & SSI,PME,60,Eleve,Compromission infrastructure critique
5,2,5,Industriel,Cyber & SSI,PME,50,Moyen,Compromission infrastructure critique
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Compromission infrastructure critique
5,1,3,Industriel,Cyber & SSI,PME,15,Faible,Compromission infrastructure critique
5,1,4,Industriel,Cyber & SSI,PME,20,Faible,Compromission infrastructure critique
5,2,3,Industriel,Cyber & SSI,PME,30,Moyen,Compromission infrastructure critique
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Compromission infrastructure critique
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Compromission infrastructure critique
5,2,3,Industriel,Cyber & SSI,PME,30,Moyen,Compromission infrastructure critique
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Compromission infrastructure critique
5,3,4,Industriel,Cyber & SSI,PME,60,Eleve,Compromission infrastructure critique
4,3,5,Industriel,Cyber & SSI,PME,60,Eleve,Compromission infrastructure critique
5,1,4,Industriel,Cyber & SSI,PME,20,Faible,Compromission infrastructure critique
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Compromission infrastructure critique
5,1,4,Industriel,Cyber & SSI,PME,20,Faible,Compromission infrastructure critique
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Compromission infrastructure critique
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Compromission infrastructure critique
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,Compromission infrastructure critique
5,2,3,Industriel,Cyber & SSI,PME,30,Moyen,Compromission infrastructure critique
5,1,4,Industriel,Cyber & SSI,PME,20,Faible,Compromission infrastructure critique
5,1,3,Industriel,Cyber & SSI,PME,15,Faible,Compromission infrastructure critique
